1000		
3	5	20
14	6	12
3	2	25
7	7	100
18	5	25
11	7	120
14	2	90
19	8	50
12	4	50
16	6	45
18	5	120
14	3	180
3	8	30
14	6	100
3	4	60
8	3	45
4	2	35
5	2	8
14	3	8
2	2	100
19	2	80
20	8	40
10	7	100
4	8	20
3	8	16
8	6	100
14	7	90
12	4	120
5	5	40
5	2	35
10	3	10
3	4	25
6	4	160
5	5	50
6	2	25
11	2	12
12	7	80
10	4	100
8	4	10
5	3	16
13	4	60
19	6	25
9	7	12
12	7	180
20	4	30
7	7	20
6	4	10
8	5	200
14	8	16
9	4	16
17	8	140
9	4	20
20	6	20
12	5	60
19	3	100
16	7	10
3	2	70
15	3	200
10	5	100
20	7	90
12	6	160
17	3	30
8	8	60
17	4	50
15	5	40
17	2	120
3	7	25
7	6	45
9	6	140
4	7	40
8	3	180
18	6	35
13	7	90
20	8	20
18	5	200
3	2	12
8	2	140
16	5	60
8	4	80
18	4	12
11	2	25
9	7	200
7	6	120
2	2	90
18	4	50
10	4	70
7	6	160
15	2	12
20	5	45
15	4	80
2	4	45
15	8	120
10	6	16
1	4	160
6	3	30
9	5	30
2	7	35
18	6	35
12	2	60
10	4	20
16	7	140
11	2	100
17	3	12
14	2	100
20	4	140
12	5	20
18	6	30
7	5	20
19	3	60
3	4	160
8	7	50
4	6	60
1	7	80
9	3	90
1	3	200
5	8	20
16	8	60
10	5	90
7	5	200
3	5	12
6	3	30
16	2	30
18	5	25
5	2	10
20	2	200
15	7	8
14	6	60
10	6	30
3	5	35
13	3	60
7	4	70
17	6	200
14	2	160
9	5	60
16	5	60
7	2	80
14	5	8
6	5	70
16	6	8
7	7	10
14	6	90
14	4	20
12	4	120
13	5	180
18	6	25
20	5	80
6	7	12
14	5	140
18	3	180
20	2	45
3	4	20
11	3	10
13	5	25
1	8	140
19	5	200
9	8	16
17	5	20
13	2	70
2	5	20
4	8	35
10	2	25
1	3	35
11	2	30
20	5	8
10	4	80
19	2	8
18	8	12
10	2	90
15	3	200
7	8	8
8	2	60
16	6	16
17	4	160
18	8	140
10	8	35
5	8	20
20	3	12
6	5	60
7	6	120
8	4	12
9	2	10
3	8	200
10	4	140
15	3	40
17	8	25
6	5	180
8	6	45
7	2	8
15	2	35
13	4	35
11	2	35
11	8	200
19	3	50
18	2	12
1	7	140
15	4	20
13	3	10
6	7	120
20	6	120
20	5	8
11	2	80
10	8	20
10	5	90
13	3	140
11	8	12
16	7	200
3	2	200
9	2	10
1	5	50
8	2	45
10	6	8
20	3	200
17	8	30
17	4	25
13	8	70
15	2	80
6	4	180
12	3	60
5	4	160
5	2	20
10	5	20
4	6	45
