-0,67	0
-0,65	0
9,29	0
5,22	0
-10,54	1
13,82	0
-2,32	0
13,07	0
19,56	0
8,9	1
-16,13	1
8,55	1
-18,32	0
-1,12	0
-3,95	1
19,95	0
4,66	0
-6,03	0
13,82	0
7,32	0
17,19	1
-7,09	0
-12,14	1
14,97	0
-2,16	0
-14,2	0
-10,07	0
-16,04	0
-5,71	0
5,68	0
15,68	1
-7,58	0
-8,42	1
14,94	1
-7,91	0
-16,64	0
-9,41	0
9,63	0
-9,84	0
-3,02	0
-18,38	1
15,3	0
12,53	0
8,06	0
-9,12	1
15,8	1
-4,52	0
6,89	0
-6,81	0
-18,07	1
16,04	1
-16,27	1
17,22	1
-16,59	0
-2,64	0
-12,02	1
18,22	0
6,99	0
13,67	0
19,69	1
-18,08	1
2,93	0
16,04	0
-3,38	0
3,69	0
-5,73	1
19,54	1
-10,55	0
-0,37	0
-8,98	1
12,49	0
-6,93	0
-16,44	0
-1,12	0
-15,88	1
12,21	0
-7,04	0
-9,89	0
-16,1	1
18,94	1
-3,01	0
6,84	1
-16,05	0
-19,63	1
3,2	0
-15,39	0
-1,5	0
-16,36	0
-7,1	0
10,2	0
19,18	0
15,58	0
18,26	1
-12,76	0
-6,59	0
10,56	0
4,64	0
-9,48	0
6,53	0
8,65	1
-19,77	1
18,92	1
-19,34	0
-0,52	0
4,14	0
-10,25	0
-11,93	0
-10,61	1
12,14	0
-5,83	0
5,02	1
-16,37	1
6,6	0
13,61	1
-7,22	0
-1,09	0
-13,01	1
11,12	1
-16,63	0
-11,98	0
-1,11	0
11,82	0
6,34	1
-19,68	0
-16,53	1
14,12	0
5,15	0
9,13	0
19,57	0
15,64	0
-2,79	0
-9,82	0
-12,4	0
1,24	1
-18,93	0
-2,29	0
12,02	0
-0,01	0
18,8	1
-18,47	1
6,39	0
4,3	1
-16,72	0
-8,53	0
-19,54	0
-13,03	0
-14,85	0
-15,04	1
10,79	1
-18,44	1
12,01	0
-0,77	0
1,95	0
-1	0
-17,92	1
12,04	1
-18,04	0
-9,31	0
0,94	0
18,19	0
10,48	0
-3,3	0
-3,9	0
-4,28	0
-4,74	0
6,73	1
-18,47	0
0,97	0
-4,7	0
-13,72	0
-8,6	0
8,35	0
-0,01	0
5,66	1
-17,73	0
