101,00		1
161,00		2
96,00		2
133,00		2
172,00		2
136,00		1
58,00		1
169,00		1
89,00		1
122,00		1
160,00		1
161,00		1
76,00		1
83,00		1
184,00		1
88,00		1
61,00		1
139,00		1
100,00		1
50,00		1
141,00		1
186,00		1
160,00		3
200,00		3
123,00		3
65,00		3
176,00		3
136,00		3
128,00		3
69,00		3
148,00		3
104,00		3
148,00		3
64,00		3
166,00		3
194,00		3
98,00		3
164,00		4
129,00		4
74,00		4
148,00		4
182,00		4
179,00		4
195,00		4
175,00		4
83,00		4
96,00		4
178,00		4
125,00		4
197,00		4
153,00		5
170,00		5
73,00		5
116,00		5
158,00		5
160,00		5
95,00		5
150,00		5
169,00		5
116,00		5
183,00		5
144,00		5
124,00		6
74,00		6
149,00		6
195,00		6
75,00		6
180,00		6
157,00		6
80,00		6
110,00		6
119,00		6
165,00		6
75,00		6
74,00		6
108,00		6
192,00		7
163,00		7
142,00		7
94,00		7
142,00		7
56,00		7
188,00		7
186,00		7
102,00		8
163,00		8
107,00		8
188,00		8
144,00		8
198,00		8
124,00		8
112,00		8
178,00		8
152,00		8
88,00		8
127,00		8
186,00		8
79,00		8
50,00		8
141,00		8
54,00		8
178,00		8
98,00		8
129,00		8
167,00		8
79,00		8
56,00		8
52,00		8
64,00		8
74,00		8
95,00		9
61,00		9
75,00		9
94,00		9
136,00		9
73,00		9
157,00		9
102,00		9
80,00		9
90,00		9
150,00		9
117,00		9
108,00		10
113,00		10
184,00		10
117,00		10
123,00		10
115,00		10
64,00		10
163,00		10
156,00		11
66,00		11
126,00		11
117,00		11
70,00		11
64,00		11
137,00		11
51,00		11
190,00		11
166,00		11
114,00		11
88,00		11
125,00		11
111,00		11
127,00		11
181,00		11
171,00		11
163,00		11
125,00		12
123,00		12
122,00		12
183,00		12
154,00		12
54,00		12
103,00		12
51,00		12
135,00		12
129,00		12
85,00		12
164,00		12
169,00		12
96,00		12
133,00		12
78,00		12
137,00		12
121,00		13
112,00		13
95,00		13
111,00		13
118,00		13
95,00		13
128,00		13
98,00		13
123,00		13
145,00		13
176,00		13
155,00		13
194,00		13
178,00		13
110,00		13
197,00		13
54,00		13
133,00		14
87,00		14
51,00		14
185,00		14
124,00		14
69,00		14
153,00		14
118,00		14
64,00		14
96,00		14
79,00		14
77,00		15
81,00		15
100,00		15
65,00		15
100,00		15
147,00		15
148,00		15
151,00		15
86,00		15
139,00		15
95,00		15
172,00		16
109,00		16
98,00		16
116,00		16
106,00		16
161,00		16
196,00		16
107,00		16
158,00		16
166,00		16
200,00		16
182,00		16
140,00		16
195,00		16
93,00		16
104,00		16
148,00		16
136,00		16
77,00		16
68,00		16
155,00		16
114,00		17
113,00		17
165,00		17
69,00		17
149,00		17
108,00		17
183,00		17
102,00		17
156,00		17
89,00		17
102,00		17
78,00		17
161,00		17
99,00		17
148,00		17
93,00		17
97,00		17
158,00		17
158,00		17
165,00		17
175,00		18
136,00		18
103,00		18
188,00		18
64,00		18
171,00		18
120,00		18
101,00		18
171,00		18
71,00		18
156,00		18
113,00		18
91,00		18
74,00		18
171,00		18
114,00		18
161,00		18
105,00		18
173,00		18
178,00		18
89,00		18
92,00		18
177,00		18
116,00		18
99,00		18
55,00		18
92,00		18
68,00		18
112,00		18
71,00		18
163,00		18
140,00		18
87,00		18
86,00		18
130,00		18
147,00		18
158,00		19
181,00		19
126,00		19
160,00		19
138,00		19
185,00		19
181,00		19
125,00		19
186,00		19
165,00		19
196,00		19
148,00		19
192,00		19
113,00		19
161,00		19
75,00		19
111,00		19
140,00		19
87,00		19
74,00		19
138,00		19
199,00		19
193,00		19
176,00		19
122,00		19
65,00		19
128,00		19
96,00		19
162,00		19
137,00		19
60,00		19
78,00		20
147,00		20
61,00		20
193,00		20
67,00		20
103,00		20
59,00		20
76,00		20
60,00		20
58,00		20
108,00		21
56,00		21
100,00		21
96,00		21
153,00		21
196,00		21
82,00		21
91,00		21
168,00		21
55,00		21
50,00		21
193,00		21
73,00		21
74,00		21
88,00		22
65,00		22
195,00		22
147,00		22
114,00		22
196,00		22
183,00		22
128,00		22
69,00		22
101,00		22
77,00		22
129,00		22
79,00		22
139,00		22
193,00		23
130,00		23
193,00		23
186,00		23
138,00		23
177,00		23
183,00		23
73,00		23
193,00		23
162,00		21
80,00		21
154,00		21
179,00		21
86,00		21
56,00		21
64,00		21
136,00		21
107,00		21
75,00		21
98,00		21
102,00		21
171,00		21
67,00		21
181,00		24
106,00		24
132,00		24
71,00		24
63,00		24
111,00		24
98,00		24
83,00		24
102,00		24
65,00		24
189,00		24
67,00		24
113,00		24
131,00		24
192,00		24
107,00		24
191,00		24
160,00		6
139,00		6
98,00		6
70,00		6
136,00		6
119,00		6
108,00		6
136,00		6
140,00		6
133,00		6
168,00		6
117,00		6
153,00		6
151,00		6
181,00		6
102,00		6
127,00		6
114,00		50
123,00		50
134,00		50
183,00		50
190,00		50
99,00		50
116,00		50
170,00		50
153,00		50
74,00		50
58,00		50
194,00		51
77,00		51
91,00		51
89,00		51
80,00		51
91,00		51
96,00		51
166,00		51
153,00		51
86,00		51
101,00		51
154,00		51
50,00		51
176,00		51
155,00		51
154,00		51
100,00		51
82,00		52
96,00		52
67,00		52
180,00		52
146,00		52
66,00		52
189,00		52
74,00		52
112,00		52
200,00		52
113,00		52
198,00		52
95,00		52
175,00		52
68,00		52
137,00		52
121,00		52
187,00		52
91,00		52
89,00		52
134,00		53
96,00		53
112,00		53
155,00		53
118,00		53
123,00		53
176,00		53
120,00		53
195,00		53
73,00		53
127,00		53
155,00		53
178,00		54
109,00		54
152,00		54
97,00		54
51,00		54
110,00		54
150,00		54
111,00		54
193,00		54
89,00		54
107,00		54
168,00		54
58,00		54
69,00		54
51,00		54
127,00		54
159,00		54
69,00		54
101,00		54
199,00		54
135,00		54
158,00		55
50,00		55
191,00		55
128,00		55
183,00		55
163,00		55
92,00		55
121,00		55
191,00		55
175,00		55
175,00		55
126,00		55
165,00		56
123,00		56
74,00		56
133,00		56
105,00		56
105,00		56
154,00		56
145,00		56
143,00		56
63,00		56
161,00		56
119,00		56
69,00		56
155,00		56
153,00		17
190,00		17
75,00		17
69,00		17
165,00		17
117,00		17
75,00		17
189,00		17
181,00		17
97,00		17
140,00		17
164,00		17
189,00		17
200,00		17
196,00		57
84,00		57
162,00		57
193,00		57
170,00		57
139,00		57
83,00		57
111,00		57
175,00		57
142,00		57
84,00		57
99,00		57
157,00		57
152,00		57
138,00		58
163,00		58
85,00		58
86,00		58
174,00		58
118,00		58
148,00		58
54,00		22
170,00		22
179,00		22
189,00		22
106,00		22
198,00		22
190,00		21
70,00		21
79,00		21
69,00		21
71,00		21
53,00		21
179,00		21
143,00		21
129,00		21
89,00		21
127,00		21
112,00		21
171,00		21
133,00		21
87,00		59
118,00		59
196,00		59
59,00		59
188,00		59
81,00		59
62,00		59
126,00		59
96,00		59
60,00		59
102,00		59
198,00		59
127,00		59
73,00		37
174,00		37
130,00		37
113,00		37
79,00		37
132,00		37
191,00		37
199,00		37
89,00		37
144,00		37
169,00		37
145,00		37
114,00		37
123,00		37
197,00		68
142,00		68
74,00		68
58,00		68
110,00		68
120,00		68
157,00		68
82,00		68
100,00		68
174,00		68
87,00		68
141,00		68
176,00		68
125,00		68
81,00		68
156,00		68
173,00		68
184,00		68
100,00		68
156,00		68
154,00		68
147,00		68
175,00		68
175,00		58
114,00		58
166,00		58
182,00		58
123,00		69
107,00		69
165,00		69
127,00		69
156,00		69
77,00		69
178,00		69
169,00		69
136,00		69
122,00		69
80,00		69
75,00		69
123,00		69
165,00		69
97,00		69
60,00		69
79,00		69
94,00		69
110,00		69
148,00		69
194,00		69
168,00		69
61,00		70
80,00		70
101,00		70
184,00		70
104,00		70
152,00		70
169,00		70
114,00		70
97,00		70
121,00		70
82,00		70
81,00		70
59,00		70
148,00		70
106,00		70
181,00		21
167,00		21
113,00		21
64,00		21
133,00		21
99,00		21
200,00		21
62,00		21
115,00		21
199,00		21
69,00		21
112,00		21
126,00		21
174,00		21
103,00		76
102,00		76
74,00		76
62,00		76
141,00		76
132,00		76
77,00		76
104,00		76
50,00		76
198,00		76
88,00		76
52,00		76
122,00		76
194,00		76
182,00		76
57,00		76
62,00		76
72,00		76
86,00		76
66,00		76
184,00		76
75,00		76
193,00		76
137,00		76
118,00		76
190,00		76
140,00		76
116,00		76
107,00		76
128,00		76
200,00		76
135,00		76
143,00		76
126,00		76
166,00		76
55,00		76
90,00		76
108,00		76
130,00		76
192,00		76
181,00		77
198,00		77
108,00		77
138,00		77
119,00		77
98,00		77
141,00		77
164,00		77
139,00		77
74,00		77
68,00		77
115,00		77
61,00		77
129,00		77
101,00		77
92,00		77
96,00		77
138,00		77
82,00		77
188,00		77
190,00		77
161,00		77
190,00		77
115,00		77
120,00		77
75,00		77
78,00		77
105,00		77
175,00		77
57,00		77
106,00		58
149,00		58
155,00		58
87,00		58
123,00		58
188,00		58
147,00		58
119,00		58
60,00		58
192,00		58
71,00		58
142,00		58
79,00		58
78,00		58
51,00		58
108,00		58
105,00		58
59,00		58
72,00		58
70,00		58
106,00		58
166,00		58
107,00		58
139,00		58
165,00		58
175,00		58
144,00		58
180,00		58
101,00		58
144,00		58
182,00		58
168,00		58
90,00		58
153,00		58
97,00		58
110,00		58
175,00		58
113,00		58
80,00		58
131,00		58
76,00		58
51,00		58
135,00		58
119,00		58
179,00		58
179,00		58
194,00		58
57,00		58
75,00		58
186,00		58
132,00		58
100,00		58
128,00		58
96,00		58
168,00		58
150,00		58
153,00		58
70,00		58
182,00		58
184,00		58
75,00		58
133,00		58
54,00		58
92,00		58
155,00		58
196,00		58
84,00		58
63,00		58
169,00		58
180,00		58
115,00		58
89,00		58
93,00		58
149,00		58
113,00		58
83,00		58
140,00		58
168,00		58
121,00		58
112,00		58
57,00		58
61,00		78
117,00		78
65,00		78
50,00		78
150,00		78
78,00		78
138,00		78
153,00		78
56,00		78
184,00		78
193,00		78
62,00		78
171,00		78
198,00		78
157,00		78
67,00		78
51,00		79
175,00		79
117,00		79
176,00		79
194,00		79
166,00		79
106,00		79
53,00		79
124,00		79
71,00		80
107,00		80
69,00		80
96,00		80
115,00		80
124,00		80
71,00		80
76,00		80
105,00		80
80,00		80
150,00		80
52,00		80
77,00		80
174,00		80
106,00		80
125,00		80
185,00		80
93,00		80
93,00		80
84,00		80
96,00		80
113,00		80
67,00		80
67,00		80
163,00		80
109,00		80
118,00		41
177,00		41
134,00		41
98,00		41
148,00		41
87,00		41
116,00		41
181,00		41
182,00		41
87,00		41
199,00		41
200,00		41
186,00		41
117,00		41
50,00		81
129,00		81
66,00		81
138,00		81
127,00		81
117,00		81
153,00		81
136,00		81
156,00		81
84,00		81
167,00		81
80,00		81
197,00		81
128,00		81
60,00		81
104,00		81
107,00		81
138,00		81
149,00		81
150,00		81
125,00		81
65,00		81
198,00		81
169,00		81
145,00		81
97,00		81
84,00		81
51,00		81
121,00		81
179,00		81
58,00		81
