250000	990
125	
2817	
245	
230	
3336	
396	
191	
3675	
382	
159	
1221	
216	
101	
1501	
93	
207	
910	
151	
127	
4068	
438	
144	
1242	
649	
148	
1524	
81	
101	
1767	
385	
200	
2407	
55	
232	
2268	
431	
174	
3604	
523	
198	
3422	
517	
162	
1968	
424	
222	
3979	
320	
166	
1072	
296	
86	
3675	
517	
157	
3722	
286	
115	
1743	
321	
155	
1910	
336	
249	
3295	
472	
103	
1474	
534	
137	
759	
245	
126	
2674	
146	
223	
3734	
540	
124	
2616	
281	
170	
2800	
154	
79	
2375	
459	
96	
1604	
431	
98	
1291	
329	
117	
975	
276	
110	
2364	
450	
234	
2480	
425	
178	
681	
97	
66	
3304	
200	
173	
2777	
648	
165	
3912	
518	
63	
3796	
516	
110	
3490	
188	
54	
243	
630	
84	
871	
570	
222	
279	
304	
206	
2367	
255	
80	
1910	
70	
201	
3935	
367	
69	
352	
510	
136	
2555	
473	
177	
2768	
256	
186	
1174	
226	
170	
4094	
481	
137	
3702	
385	
181	
1981	
621	
92	
992	
503	
215	
3434	
111	
180	
1801	
350	
199	
1329	
629	
99	
931	
520	
142	
2450	
303	
102	
2230	
365	
154	
810	
515	
76	
831	
390	
174	
2947	
381	
144	
502	
343	
165	
3636	
554	
52	
2529	
518	
170	
4040	
195	
218	
3844	
626	
115	
1512	
524	
236	
4003	
237	
77	
1691	
612	
135	
2856	
77	
245	
2880	
440	
156	
220	
478	
239	
1192	
174	
145	
2781	
244	
238	
1902	
638	
178	
2728	
378	
106	
2810	
195	
213	
3303	
547	
205	
2859	
491	
97	
1447	
471	
160	
700	
166	
208	
227	
597	
75	
378	
622	
155	
3684	
447	
200	
3508	
459	
143	
4060	
365	
116	
2084	
494	
128	
673	
56	
210	
758	
586	
214	
3126	
254	
245	
2937	
611	
150	
3805	
362	
75	
698	
301	
63	
2147	
402	
168	
3122	
518	
165	
343	
619	
79	
1343	
469	
92	
3723	
554	
242	
742	
54	
86	
4063	
570	
53	
1334	
237	
172	
2301	
161	
195	
1100	
605	
82	
1451	
554	
71	
1160	
640	
80	
3288	
282	
95	
999	
112	
239	
2795	
317	
178	
3169	
532	
69	
2269	
509	
152	
3881	
145	
160	
299	
172	
104	
4013	
173	
168	
3507	
536	
54	
4039	
633	
221	
515	
434	
221	
3331	
267	
173	
3914	
509	
202	
389	
430	
223	
3995	
519	
126	
2625	
474	
82	
2695	
285	
186	
2320	
179	
206	
3618	
541	
86	
2639	
273	
108	
3791	
463	
144	
3224	
448	
82	
1056	
490	
130	
3677	
645	
128	
3250	
638	
163	
1727	
52	
134	
947	
182	
70	
3551	
251	
166	
812	
379	
135	
401	
607	
158	
1847	
241	
128	
1984	
139	
239	
1678	
165	
73	
980	
285	
244	
3130	
502	
130	
1252	
510	
97	
949	
333	
212	
3139	
303	
80	
857	
86	
120	
3668	
411	
72	
3050	
148	
211	
3531	
324	
184	
101	
239	
215	
2592	
57	
212	
1312	
645	
215	
620	
113	
166	
820	
583	
206	
850	
566	
141	
3021	
456	
229	
1061	
218	
67	
2470	
351	
167	
118	
339	
95	
768	
589	
109	
3011	
222	
140	
1738	
403	
142	
108	
324	
136	
1395	
85	
240	
3184	
477	
192	
1434	
379	
110	
1501	
126	
206	
3207	
505	
56	
3054	
68	
151	
988	
229	
151	
2500	
627	
91	
1239	
321	
170	
1420	
516	
104	
4081	
486	
94	
1959	
599	
94	
637	
542	
208	
3607	
452	
236	
3810	
540	
204	
2165	
620	
155	
1764	
452	
161	
3902	
518	
81	
3787	
484	
69	
3097	
341	
101	
543	
52	
204	
207	
262	
129	
2340	
237	
218	
3350	
412	
91	
2976	
257	
175	
2405	
453	
79	
1834	
511	
150	
396	
598	
71	
2960	
76	
239	
348	
375	
88	
603	
281	
117	
2224	
509	
183	
744	
590	
142	
1590	
623	
177	
2838	
412	
63	
1499	
188	
136	
2222	
257	
60	
3899	
239	
193	
3132	
72	
67	
2757	
236	
112	
1905	
348	
203	
2703	
461	
93	
3593	
162	
165	
3940	
299	
204	
2838	
86	
212	
3549	
283	
112	
263	
269	
212	
2152	
368	
89	
663	
155	
63	
2571	
513	
195	
2412	
348	
167	
707	
602	
141	
3580	
70	
233	
3489	
335	
58	
3521	
392	
235	
1221	
209	
100	
3720	
587	
179	
3215	
424	
239	
2086	
612	
243	
2384	
355	
152	
698	
203	
132	
3502	
279	
233	
827	
369	
77	
1516	
645	
121	
1675	
166	
227	
3178	
444	
242	
1171	
566	
232	
3359	
477	
225	
426	
529	
224	
2672	
443	
246	
2068	
229	
154	
1724	
468	
94	
2615	
52	
87	
145	
109	
196	
558	
380	
230	
1265	
281	
136	
330	
486	
106	
120	
232	
179	
2499	
250	
158	
2249	
511	
166	
282	
373	
225	
728	
566	
188	
3428	
642	
149	
2771	
134	
180	
3189	
203	
202	
812	
470	
82	
3996	
524	
132	
1871	
401	
235	
2908	
342	
249	
3597	
533	
122	
2812	
104	
97	
2524	
629	
161	
3519	
624	
187	
940	
325	
129	
3838	
283	
167	
2609	
189	
59	
3648	
303	
176	
1623	
388	
245	
772	
411	
240	
3898	
323	
125	
2890	
624	
86	
630	
643	
59	
1769	
149	
108	
910	
243	
198	
1993	
508	
116	
167	
354	
89	
1467	
94	
100	
3894	
642	
126	
3012	
228	
155	
1126	
312	
122	
2524	
593	
150	
1353	
357	
150	
965	
531	
129	
2246	
175	
63	
3124	
460	
69	
3667	
594	
209	
2693	
140	
68	
3129	
414	
126	
584	
499	
244	
3286	
292	
188	
2185	
146	
195	
3810	
407	
133	
1061	
145	
100	
3416	
530	
191	
3285	
533	
222	
850	
165	
110	
1243	
551	
127	
3014	
414	
107	
1174	
559	
109	
588	
165	
202	
2224	
301	
129	
2927	
59	
59	
1453	
547	
67	
2822	
440	
199	
2292	
541	
120	
1653	
626	
210	
2161	
610	
161	
2770	
356	
163	
1311	
525	
160	
1866	
445	
199	
582	
120	
243	
2051	
228	
126	
1333	
103	
208	
3363	
559	
122	
959	
413	
86	
2669	
158	
207	
3844	
578	
227	
2079	
414	
101	
928	
566	
231	
3418	
292	
94	
2085	
588	
83	
1462	
385	
156	
3220	
86	
154	
3978	
98	
224	
149	
469	
66	
869	
321	
231	
1634	
446	
172	
3154	
353	
205	
3537	
425	
152	
2934	
218	
136	
1988	
337	
187	
2370	
241	
240	
879	
574	
59	
2704	
565	
73	
1172	
629	
210	
166	
339	
231	
798	
58	
